ernesthemingway.ru,"Что бы со мной было, если б меня потащила такая рыбина, - сказал Джонсон. - Вы же хотели все сделать сами, - ответил я. Я был",зол как черт,". - Очень они большие, - сказал Джонсон. - Это уже не удовольствие, а мученье. - Да, - сказал я. - Такая рыба могла бы убить"
ernesthemingway.ru,"также служить катафалком. </s><s> Придется в конце концов принять люминал, подумала Дороги. </s><s> Должна же я поспать. </s><s> Бедный Эдди",пьян как стелька,". </s><s> Он меня любит, и он очень славный, но он всегда так напивается, что сразу же засыпает. </s><s> Он такой милый. </s><s> Конечно, если б я"
dickens.ru,"вещи сами по себе великолепные - плохо вязались друг с другом. </s><s> Дрессировщик танцующих собак, Джерри, высокий детина с",черными как смоль,"бакенбардами, в плисовом пиджаке, был, по-видимому, хорошо известен трактирчику и обоим кукольникам, так как они"
dickens.ru,"миловидная монахиня, перебиравшая четки, а по городским улицам уже разъезжал в тележке корсиканский бандит с",черной как смоль,"копной волос и с белоснежным цветом лица, не сводивший глаз с миниатюры, на которой была изображена какая-то"
dickens.ru,"Салли Брасс, не удостаивавшая вниманием дождь, орошавший ее женственный стан и нарядный туалет, торчала за столом,",прямая как палка,", и преспокойно созерцала страдания брата, выказывая полное равнодушие к собственным неудобствам и, видимо,"
dickens.ru,"одинокий джентльмен, решивший встретиться с ней с глазу на глаз. - Садитесь. </s><s> Сара опустилась на стул и замерла на нем,",прямая как палка,", с удивлением признав в таинственном корреспонденте своего жильца. - Вы не ожидали увидеть меня здесь? - спросил"
easyelectronics.ru,"при высоком уровне линии SCL </s><s> Я перестраховался с этими состояниями, поэтому код несколько избыточен и в тоже время",прост как пробка,"и нагляден: </s><s> Перестраховка в коде заключается в том, что мои процедуры сгенерируют состояния Старт и Стоп независимо"
worona.ru,"напялить на себя этот мышиный цвет, почему, какие причины, а может воспитание? </s><s> Одни вопросы, а ответов не нахожу. </s><s> Ведь",красивая как богиня,"! читать далее » </s><s> Плюс к этому добавить 15 лет, как живу в своей квартире. 40 лет табакокурения - жуткая дата. </s><s> И немного о"
wallace.ru,"понимаю вас… — Заверяю вас, что это совершенно безвредный напиток, в нем отсутствуют токсически вредные вещества, он",чист как воздух,", которым мы дышим. — Дьявол! — выкрикнул Мунсей. </s><s> Но прежде, чем он успел наброситься на своего мучителя, Манфред сбил"
urko.ru,", и технические аспекты эксплуатации оборудования. </s><s> Так что на сегодняшний день кадровый вопрос решен полностью». </s><s>",Старые как мир,"проблемы </s><s> А вот вопрос материальных потерь остается по-прежнему открытым. </s><s> «Во-первых, продолжается небольшое"
energoplast.ru,​сайта​ ​за​ ​размещенные​ ​сообщения​ ​ответственности​ ​не​ ​несет​​.​ </s><s> Монолитные поликарбонатные плиты,прозрачные как стекло,", но весящие вполовину меньше и вы де р ж ивающие в 200 раз большую нагрузку, плиты MonogalTM предоставляют идеальное"
pesokoptom.ru,"​продуктов​ ​дробления​ ​.​ </s><s> Лещадность — параметр, определяющий степень плоскостности щебня (от слова «лещ», т. е.",плоский как лещ,). </s><s> В щебне нормируют содержание зерен пластинчатой и игловатой форм. </s><s> К зёрнам пластинчатой и игловатой форм относят
forum.fashionsurgery.ru,"! </s><s> Весь персонал очень внимательный и заботливый) Особая благодарность конечно чудесному Андрею Хромову, я",довольная как слон,! </s><s> Спасибо </s><s> Новый Kia Soul скоро появится в России </s><s> Фото: KIA Компактный кроссовер второго поколения можно будет
sponzhik.ru,": http://www.feelunique.com/ </s><s> Лучший тональный крем от Max Factor ""Colour Adapt"" по результатам опроса! </s><s> Вот отзывы:",Легкий как перышко,", ложится ровно и незаметно! </s><s> Ложится нежно и ровно, совсем не забивает поры, очень легкий, хорошо маскирует, к концу"
astrologer.ru,", например, Монреальского протокола. </s><s> Подробнее </s><s> Мысль о возможной связи гороскопа зачатия и гороскопа рождения",стара как мир,". </s><s> Тем не менее, я рискну утверждать, что современная астрология чрезвычайно далека от понимания сути внутреннего"
yourhealth.ru,"от бритья нет. </s><s> Грубыми волосы становятся от того, что они не имеют гладкого конца. </s><s> 8. </s><s> После еды нельзя плавать </s><s> Этот миф",стар как мир,". </s><s> Действительно, после еды нельзя подвергать себя интенсивным нагрузкам. </s><s> А вот спокойные упражнения даже"
zavet.ru,"лишь за их счет. </s><s> КОЛОНИЗАЦИЯ ДЕТСТВА: ВИДНЫ ЛИ ПРЕДЕЛЫ? </s><s> Воспитательное давление взрослых на ребенка, в принципе,",старо как мир,". </s><s> Более того, в традиционных обществах оно всегда было одним из непременных условий созревания и роста. </s><s> Но там это"
uznai-kak.ru,"посыпались и почернели зубы. </s><s> Лечить их было негде и стали зубы выпадать просто напросто. </s><s> Затем, посеклись и стали",жесткими как щетина,"волосы, да и желудок начал от воды шалить. </s><s> Здесь у нас, вода питьевая с доставкой сейчас уже никого не удивит и как же"
oculus-games.ru,"все подключить и настроить самостоятельно - я просто далек от компьютера, помогла инструкция и друзья. </s><s> Играю дома,",доволен как слон,". </s><s> Все мои друзья теперь играют у меня. </s><s> Алкоголизм и его последствия: фото и факты </s><s> Уже ни для кого не секрет, что"
recepty-pitanie.ru,снижения и корректировки веса без дополнительных расходов на кофемолку и потраченное время! </s><s> Зеленый кофе очень,жесткий как камень,и упругий как пластик и достаточно трудно поддается измельчению. </s><s> На нашем производстве установлены мощные
recepty-pitanie.ru,веса без дополнительных расходов на кофемолку и потраченное время! </s><s> Зеленый кофе очень жесткий как камень и,упругий как пластик,"и достаточно трудно поддается измельчению. </s><s> На нашем производстве установлены мощные промышленные кофемолки,"
shungit-sorta.ru,"плитка делится на следующие группы: </s><s> – Полированная плитка – камень полируется до тех пор, пока поверхность не станет",гладкой как стекло,", и не будет отражать свет и предметы вокруг как зеркало. </s><s> – Шлифованная плитка имеет гладкую матовую поверхность, по"
armiyaiflot.ru,"для отдохновения. </s><s> Государь прибыл на Люценские равнины. </s><s> Ровно в полдень, Блюхер, убеленный сединами, но бодрый,",пламенный как юноша,", подъехал к графу Витгенштейну и, опустив саблю, испросил позволение начать действие. </s><s> ""С Божиею помощью,"" - отвечал"
silovoy-sport.ru,"такими же, как и тысячи лет назад. </s><s> Мы просто запрограммированы на постоянную физическую активность. </s><s> Она нам",необходима как воздух,", вода и пища. </s><s> Отсутствие необходимого уровня движения приводит к заболеваниям. </s><s> У племен Африки и Новой Гвинеи"
womanmirror.ru,это уже классика под названием — линия Марелин Монро. </s><s> Макияж глаз </s><s> Схема выполнения макияжа глаз в стиль Мерелин Монро,проста как карандаш,", который понадобится для подводки глаз, наряду с черной тушью, черной подводкой и матовыми светлыми тенями. </s><s> Опишем"
francon.ru,"глава московской компании ""Рефком"" Алексей Сурин. </s><s> А малому бизнесу, продолжает он, банковские ресурсы",необходимы как воздух,": своими ресурсами, без привлеченных денег невозможно развивать бизнес. </s><s> Если предприятие работает в рамках"
abhidharma.ru,""". </s><s> Вималакирти подумал, что он, оставаясь сидеть, возьмёт своей правой рукой мир Глубокой Радости, обрамлённый",крепкими как железо,"горами, вместе с его холмами, реками, ручьями, ущельями, родниками, морями, Шумеру, солнцем, луной, звёздами,"
gaiduk-nv.ru,. </s><s> 15 </s><s> Однажды Милован после «отбоя» задержался возле прогорающего костра. </s><s> Кирсанов незаметно подошёл – неслышный и,тихий как тень,. </s><s> Присел на корточки и прикурил от малиново-угарного уголька. </s><s> Ручей в тишине лопотал. </s><s> Летучая мышь в темноте над
feoria58.ru,". </s><s> Однако он не стал его срывать. </s><s> Опустившись на колени, маленький человечек замер в восхищении. </s><s> Через огромные,",синие как небо,", глаза на удивительный цветок смотрела чистая детская душа – душа ангела. </s><s> И бутон распустил свои лепестки, и пришло к"
dem-mihailov.ru,"к месту происшествия, скрытому от меня зелеными насаждениями. </s><s> Надо же… кто-то умудрился «поцеловаться» на нашей",прямой как стрела,улице. </s><s> Лишь бы мертвых не было. </s><s> Про вызов скорой можно было не беспокоиться – в окружающих дорогу многоэтажках
dem-mihailov.ru,"– А это клубни и корешки! </s><s> Он до них очень лаком! </s><s> Ты главное вреда ему не причиняй, да вида его не бойся! </s><s> На первый взгляд",страшный как черт,", а на деле ласковый как теленок! </s><s> Как увидишь – сразу ему корешок под нос пихай. </s><s> Твою мать! </s><s> Но кто ж знал-то? </s><s> Хорошо еще,"
dem-mihailov.ru,"<s> Он до них очень лаком! </s><s> Ты главное вреда ему не причиняй, да вида его не бойся! </s><s> На первый взгляд страшный как черт, а на деле",ласковый как теленок,"! </s><s> Как увидишь – сразу ему корешок под нос пихай. </s><s> Твою мать! </s><s> Но кто ж знал-то? </s><s> Хорошо еще, что я не поведал о содержимом"
dem-mihailov.ru,"поприятней взгляду сделаю! </s><s> — Ага – согласился я – Пойдем… </s><s> В голове слегка гудело от переизбытка эмоций, но в целом я был",доволен как свинья,"набредшая на целую гору наливных яблок. </s><s> За несколько минут я сдал целых два задания, получил драгоценные очки опыта и"
abandoned-soul.ru,"по ее туловищу от корявого плеча к талии. </s><s> Она вновь устремилась к Женевьеве, скрипя каменными лапами и выставив",острые как бритва,"когти. </s><s> Тварь подобралась слишком близко, чтобы пустить в ход меч, и продолжала теснить Женевьеву. </s><s> Стена позади нее"
abandoned-soul.ru,и Жалкий! </s><s> Наконец Детлефа доволокли до крохотного внутреннего дворика и вытолкнули наружу. </s><s> Его босые ноги застыли на,холодных как лед,"камнях. </s><s> День был пасмурный, но все же глазам его стало больно от света, будто он смотрел прямо на солнце. </s><s> Он понял,"
foksik.ru,"скоропостижно скончался. </s><s> В общем, совершенно измотанный и растроенный я лёг спать. </s><s> Проснувшись в воскресенье утром",бодрым как огурец,", я первым делом обнаружил, что проспал парад в честь дня Российского ВМФ. </s><s> Меня это как-то совсем не огорчило, так как"
xn--90abjnakc9bt.xn--p1ai,вылетать из ваших уст с возрастающей частотой. </s><s> Дизайн сайта… </s><s> Про него нельзя сказать ни одного приличного слова. </s><s> Он,древний как мамонт,"и выглядит точно также. </s><s> Как только страница загрузится (чаще всего приходиться ждать крайне долго), ваши глаза будут"
znakomim-vas.ru,", бежевым, фиолетовым цветами и хаки. </s><s> Аквамариновый </s><s> Нежно-голубой, прозрачный, словно драгоценный кристалл, и",воздушный как облако,", этот цвет украсит и освежит каждую женщину. </s><s> Многие дизайнеры выбрали этот мечтательный оттенок для весенних и"
igrunov.ru,"съезде КПСС обозначила для этих сдвигов совершенно ясное и осознанное направление, принявшее вид уже знакомого нам и",древнего как мир,"императива: ""сожги то, чему поклонялся"". </s><s> В соответствии с этим масштабы последствий обоих событий выглядят крайне"
volcovanna.blogspot.ru,"вдохновению. </s><s> Очень надеюсь, что вы меня совсем не потеряете за время отпуска))) у меня был очень тяжелый год, я",выжата как лимон,"и морально устала... очень хочу хорошо отдохнуть, расслабиться и отпустить от себя все проблемы...А сегодня покажу"
veshkiblag.ru,"сердца, когда мы все-таки достигли вершины. </s><s> Своей неописуемой красотой поражали пейзажи тех мест: бурные горные",чистые как слеза,"речки, красивейшие водопады, горы, уходящие своими вершинами прямо в небо. </s><s> Мы были на такой высоте, что казалось"
vkusgizni.ru,"сахара (углеводов). </s><s> Ну и конечно, не переедаем, веселимся, поем, танцуем, водим хороводы :). </s><s> 2. </s><s> Для тех, кто не такой",твердый как кремень,", а Нового года ждал именно для того чтобы расслабиться: </s><s> - Кушайте на здоровье все, и забудьте на время про все правила. </s>"
barque.ru,"его постиг ужасный конец. </s><s> Они шли домой. </s><s> И что, ты думаешь, было у них в трюмах? </s><s> Шелк. </s><s> Клянусь честью, настоящий шелк! </s><s>",Легкий как кисея,". </s><s> По фунту стерлингов за сажень. </s><s> Желтый, синий, красный. </s><s> Всех цветов. </s><s> А как он блестел! </s><s> Настоящий лунный свет. </s><s> Вот как. </s>"
nleonardo.my1.ru,"переменам с дочерью, но не подала виду. </s><s> Там она обнаружила тоненькую, хрупкую девочку-подростка с большими",синими как море,"глазами, в платьице в красный горошек. </s><s> Ее золотистые волосы были аккуратно собраны в хвост, а не болтались как попало,"
ruwest.ru,бесплатно найти полюбившееся произведение. </s><s> Проблема незаконного использования чужих произведений,стара как мир,": самым старым из действующих документов, хранящихся в отечественных правовых базах является Бернская конвенция об"
rodim.ru,"на 100%,думаю даже достаточно того что ему неприятно этого видеть,что бы попрощаться с этими фотографиями. </s><s> Все",старо как мир,". </s><s> Недавно на конфе была похожая тема. </s><s> Вечная проблема старые фотографии. </s><s> Вашему любимому не приятно, это нормально,"
alpika.ru,"сразу отмечаю, что впитывается сразу, а кожа потом выглядит свежее, а дальше посмотрим. </s><s> Елена 14 июня 2014 </s><s> Сыворотка",жидкая как вода,"и со слабым ароматом, но действие ее ощущается сразу - лифтинг, увлажнение, повышается упругость кожи. </s><s> Использую"
bombatelo.ru,"часть поясницы, ноги лучше упереть в основание стены, одна рука лежит на мяче, а другая за затылком. </s><s> Держите тело",прямым как струна,"и выполните скручивания туловища в сторону. </s><s> ♦ Наклоны ног в стороны с мячом </s><s> Лёжа на спине, руки разведите в стороны и для"
staby.ru,", а также повышается и его надежность... ( http://elektrostroyka.ru ) </s><s> Поставил в этом году Voltron на 10 кВА -",доволен как удав,", бесшумен, прост, точен, настенный монтаж можно использовать в бойлерных с газом, в общем рекомендую! ("
blevada.ru,"то холодно? - Ношу-ношу. - Родители стиральную машинку-то починили? - Починили. </s><s> Девочка явно думает, что бабушка уже",стара как мир,", отстала от жизни и говорить с ней не о чем, да и не имеет особого смысла. </s><s> Ну, кто из нас так не думал в 14 лет? </s><s> Но старушка не"
raybradbury.ru,"прочесть эти три стихотворения. </s><s> Совсем рядом, на следующей странице — он сам, исхудавший, улыбчивый и решительный, с",черными как смоль,волосами: стоит подбоченившись и оглядывается по сторонам. </s><s> А вокруг — бесконечное зеленое бессмертие под
carentauto.ru,"в свое время было немало споров. </s><s> Загадочность возникновения огромного горного массива посреди бескрайней,",ровной как стол,", пустыни вызвала к жизни уйму самых невероятных предположений, вроде того, что это гигантский железный метеорит,"
fictionbook.ru,", Ада ухнула с дерева, будто удод. </s><s> Спеши, спеши, моя птичка, мой ангел. </s><s> Кучер-англичанин Бен Райт до сей поры был еще",трезв как стеклышко,"(употребив за завтраком всего только пинту пива). </s><s> Бланш, по меньшей мере однажды побывавшая на большом пикнике (ей"
fictionbook.ru,"углах, а единственным видимым следствием замешательства и отчаяния Берже стало увеличение россыпей занятной,",белой как снег,"пыльцы, всегда оставляемой им там и сям на темном ковре, в том или этом месте его кропотливых трудов, – подлинная пытка"
hinshtein.ru,на освидетельствование: хотя судьи обладают особым статусом и задерживать их нельзя. </s><s> Медицина показала: Ткаченко,трезв как стекло,". </s><s> В ходе прокурорской проверки выяснилось: экипаж специально поджидал Ткаченко. </s><s> Откуда-то у них была информация,"
vladjc.ru,красный цветок. </s><s> Из малопрофилированного лица относительно сильно выступал лишь нос. </s><s> Кожа женщины должна была быть,белой как снег,", потому японки издавна белили лицо и другие выступающие из-под кимоно части тела. </s><s> Такой идеал красавицы удачно"
all-providers.ru,", проблемы решают оперативно, перебои со связью за полтора года случались от силы пару раз. </s><s> К тому же дешевле. </s><s>",Доволен как слон,". </s><s> Тфу х3 чтоб не сглазить. </s><s> 23.05.09 17:15 Бывалый </s><s> Re: Стрела - ДКС ""Стрела"" Говно провайдер , персонал оставляет желать"
bigtits.com1.ru,"проститутки. </s><s> Это хорошо знал маркиз де Сад и другие галантные господа XVIII века. </s><s> А значит, комплексы и табу нужны, они",необходимы как воздух,". </s><s> Их нужно придумывать, их нужно ""нести в массы"". </s><s> Христианство не зря называют ""религией любви"", - как ни одна другая"
dariano.ru,. </s><s> Над перегородкой между комнатой и холлом сделали прозрачную косынку из листа полистирола. </s><s> Этот материал такой же,прозрачный как стекло,", но при этом намного легче стекла и безопаснее. </s><s> Небольшой лист полистирола дизайнер Ольга Тищенко расписала в"
yavbloge.ru,задевает за живое текст получится отменный! </s><s> В блоггинге действует тоже самое правило. </s><s> Поэтому снова подпишусь под,старой как мир,"прописной истиной — не бывает скучных тем, бывают скучные рассказчики. </s><s> Свою тематику — мечи и доспехи, быт, Средние"
dhamma.ru,"что он делает нас рассеянными, неуравновешенными и беспокойными одновременно. </s><s> Это сорт сорной травы с шипами и",острыми как лезвие,"листьями. </s><s> Если вы столкнётесь с ним, то заработаете жгучую сыпь по всему телу. </s><s> Так что если вы натолкнётесь на него,"
moshkovskiy.ru,"<s> — Ты чего оттуда драпанул? — спросил вдруг Сева.— Не думал, что ты такой... </s><s> Нервишки сдали? </s><s> Петька рассмеялся: </s><s> — Лежит",бледный как смерть,", а еще судит... </s><s> Ну, я пошел, до скорого! </s><s> Из коридора донеслась ругань Варвары: она крыла Петьку за следы на полу. </s><s> Стук"
uznayonline.ru,"не следует. </s><s> Ключевым во всем процессе заклинаний является закрепка. </s><s> «Будь крепким мой заговор, как камень каленый,",острым как нож,"булатный. </s><s> Во имя Отца и Сына и Святого духа». </s><s> Закрепка в заговоре должна быть обязательной, разборчивой и"
nicbar.narod.ru,", выброшенный морскими волнами, является плодом необычайно благородной, пламенной и трагичной любви. </s><s> Поэтому он",прозрачен как слеза,"и чист как любовь Юрате и Каститиса. </s><s> Было это давным дывно, когда Пяркунас, Бог Грома, был главным Богом, а Богиня Юрате"
nicbar.narod.ru,"волнами, является плодом необычайно благородной, пламенной и трагичной любви. </s><s> Поэтому он прозрачен как слеза и",чист как любовь,"Юрате и Каститиса. </s><s> Было это давным дывно, когда Пяркунас, Бог Грома, был главным Богом, а Богиня Юрате жила на дне"
dietaprotasova.ru,"так легко,так я бы уже давно похудела!Перепробывала кучу диет, сбрасывала и тут же набирала ещё больше, сама на себя",злая как сабака,"...но теперь всё я решила чтото менять))) подруга моя похудела на этой диете 15 кг и до сих пор пару лет не наберает, я как"
incomyug.ru,– Америку открыл Колумб. </s><s> Но мы придумали нечто совершенно замечательное в области интернет-рекламы. </s><s> Суть идеи,проста как мир,". </s><s> Навострите уши! </s><s> Люди обожают подарки, стремятся быть лидерами и победителями, азартны и жить не могут без общения. </s>"
elfa-mebel.ru,"площадь, будто мебели в офисе и нет вовсе, но при этом весьма вместительны. </s><s> В кабинетах, офисах и библиотеках стеллаж",органичен как рыба в воде,"в воде. </s><s> Здесь в них ставят папки с документами, справочники, коробки с дискетами и компакт-дисками. </s><s> Стеллажи,"
tarielkapanadze.ru,"токов, которые не переключались механическими устройствами. </s><s> Тем не менее, его эксперименты выявили факт,",твердый как скала Гибралтара,Гибралтара. </s><s> Никакое практическое возбуждение нельзя получить одним только периодическим изменяющимся и не
rybakrybaku.ru,котором лежал толстый обрубок дерева с большими сучьями. </s><s> Решил заглянуть в яму. </s><s> Глубина ее около четырех метров. </s><s> Вода,прозрачная как стекло,", так что и нырять не надо, чтобы рассмотреть все на дне. </s><s> Завис над ямой и возле бревна увидел очень большую щуку. </s><s> Она чуть"
presite.ru,в сборе целевых покупателей и была составляющей частью двух других уже созданных интернет-магазинов. </s><s> Сама идея была,проста как стеклышко,", бизнесмен хотел расширить круг целевых покупателей, тем самым увеличив себе доход. </s><s> Но весь казус этой истории в том,"
repiev.ru,"принимайте мудро и взвешенно. </s><s> Маркетинг 3.0: пришла пора перемен! </s><s> Ну что ж. Эти довольно примитивные, банальные,",старые как мир,"«принципы» являются частью обычного маркетингового подхода, частью клиенто-ориентированности. </s><s> Всего лишь"
goldenchild.ru,"думайте, что некоторые вещи в вашей жизни реальны, некоторые нереальны: в таком состоянии, когда вы неосознанны, все",нереально как сон,", но кажется реальным. </s><s> В другом состоянии, когда вы просыпаетесь, когда вы становитесь буддой, реально все; нет"
excursions.megatis.ru,очень много туристов. </s><s> Белые дюны. </s><s> Находятся в некотором удалении от Муй Не. </s><s> Гораздо больше и выше желтых. </s><s> Состоят из,белого как мука,песка. </s><s> Народу не много. </s><s> Рядом приличных размеров озеро. </s><s> На меня произвели гораздо большее впечатление. </s><s> Идешь как
mirsovet.ru,"виды спорта, где они смогут себя проявить как индивидуальные спортсмены. </s><s> Если видите своего ребенка гибким и",стройным как тростинка,"– выбирайте гимнастику. </s><s> Спортивная гимнастика – один из самых впечатляющих, красивых и эстетичных видов спорта. </s>"
pravosludm.narod.ru,", и возвел их на гору высоку одних. </s><s> И преобразился перед ними: и просияло лице его перед солнце, одежды же его сделались",белыми как свет,". </s><s> И вот явились перед ними Моисей и Илия, с ним беседующие…. …се, облако светлое осенило их: и се, глас из облака"
othai.ru,"б отсиделся пацан в Альпах, ей-богу! </s><s> Но об этом после… </s><s> Вторую мировую войну Таиланд , как и Первую, ухитрился пройти по",узкому как бритва,"статусу «ни мира ни войны». </s><s> Японцы вроде как пришли в 1940 году, и тайцы даже чуть-чуть посопротивлялись, но потом"
griboedov.lit-info.ru,"обуздать, И вас хочу поцеловать, Как брат сестру свою целует, </s><s> Почему не обнять вас за доброе дело! </s><s> Рославлев старший. </s><s>",Невинна как ребенок,"! </s><s> (Уходит) </s><s> Юлия (смотрит вслед ему, потом в окно). </s><s> Ушел! </s><s> Войдите! </s><s> ЯВЛЕНИЕ 13 </s><s> Юлия, Антося и Лудвися (ведут Юлии мужа,"
dem-mihailov.ru,свое присутствие. </s><s> Нет смысла. </s><s> Их никак нельзя принять за противника – даже с большой натяжкой и даже если они будут,трезвы как стеклышко,". </s><s> Я простоял еще четверть часа. </s><s> Уже начал было отчаиваться, когда в сумраке коридора показалось два довольно твердо"
iaelita.ru,"вновь приятно расслабиться и предаться излюбленному чувству полёта, когда взглядом поймал тёмную фигуру. </s><s>",Чёрная как ночь,", она замерла прямо на разделительной полосе. – Что ещё за чертовщина! – выкрикнул испуганно Джо. </s><s> Костяшки рук"
hij.ru,"откуда. </s><s> Казик с Матеем снова заспорили — мол, что возьмешь с убогого, не наглый он вовсе, встал на ноги да пошел с ними,",смирный как теленок,". </s><s> И у пана каноника молчал, лишь переминался с ноги на ногу и моргал. </s><s> Через пару дней Ян вновь увидел давешнего убогого. </s>"
peregovoru.ru,"такие, как Даххак (смеющийся) и Бассам (улыбчивый). </s><s> И наоборот, когда кого-то порицают, то говорят: ""Он сумрачен и",хмур как ночь,""". </s><s> В первые минуты встречи гостя обязательно угостят кофе (по-бедуински с кардамоном, крепким по-турецки), чаем или"
sistema-ivanova.ru,"“главного мученика и первосвященника” у тебя никто не пытается отобрать. </s><s> То, что ты сейчас делаешь, так же очевидно и",древне как мир,": больше всех кричит о чем-то тот, кому это ярче всего присуще. </s><s> Знаешь, Витя, о некоторых нынешних “праведных” я тоже"
plast-okna72.ru,занимается продажей… </s><s> ​Пластиковые​ ​окна​​:​ ​производство​ ​и​ ​установка​ </s><s> Наши цены и условия сотрудничества,прозрачны как стекло,", а качество пластиковых окон ПВХ и услуг по их монтажу — пожалуй, одно из лучших в Тюмене и Тюменской области. </s><s> Более 65%"
velikoross.ru,"или письма постороннего. </s><s> Путин заявляет: «демократия работает там, где люди готовы в нее что-то вкладывать». </s><s> Это",старо как мир,. </s><s> Но за подписью Путина выглядит чудовищным цинизмом. </s><s> Что он-то при его возможностях вложил или собирается
predanie.ru,"классикой детской литературы. </s><s> Не стоит забывать слов Макдональда: «Я пишу не для детей, но для тех, кто невинен и",искренен как ребенок,", пять ли ему лет, пятьдесят ли, или семьдесят пять». </s><s> Сказки Макдональда — чудные философские притчи, простые и мудрые"
predanie.ru,"классикой детской литературы. </s><s> Не стоит забывать слов Макдональда: «Я пишу не для детей, но для тех, кто невинен и",искренен как ребенок,", пять ли ему лет, пятьдесят ли, или семьдесят пять». </s><s> Сказки Макдональда — чудные философские притчи, простые и мудрые"
xn--80aag3a4b.xn--p1ai,"и бесплатными мерами можно за пару месяцев сократить преступность в два раза. </s><s> Вероятно преступность кому-то нужна,",нужна как воздух,". </s><s> Правильно – под растущую преступность получаются звания, новые должности, фонды, докторские диссертации,"
xv7.ru,"моется и даже напевает себе нежную песенку. </s><s> Тогда молодой красавчик залез к ней и давай лизать её киску, нежную такую и",чистую как слеза,". </s><s> Он своим шаловливым язычком так быстро перебирал все способы доставить пилотке удовольствие, что девочка не"
alexfl.ru,", это трудно объяснить. </s><s> К тому же некоторые из теорий, которые я буду представлять, вам абсолютно незнакомы. </s><s> Эманации",естественны как дыхание,". </s><s> Для вдоха и выдоха есть и другие сравнения; но преобразование внутри единицы не похоже на то, которое совершается на"
wmascat.ru,на 2013 год - Весы </s><s> В жизни Весов наступает очередной переломный момент. </s><s> Будет ли он стремительным как метеор или,постепенным как улитка,"- зависит только от вас. </s><s> Период с января по март - плодотворен, но утомителен. </s><s> К тому же, вам придётся хоть что-то и"
wmascat.ru,на 2013 год - Весы </s><s> В жизни Весов наступает очередной переломный момент. </s><s> Будет ли он ,стремительным как метеор,"или постепенным как улитка - зависит только от вас. </s><s> Период с января по март - плодотворен, но утомителен. </s><s> К тому же, вам придётся хоть что-то и"
